human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_stop
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_2 human_retract_hand human_press_button_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_2 human_retract_hand human_press_button_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_2 human_retract_hand human_press_button_stop
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_2 human_retract_hand human_transition_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_2 human_retract_hand human_transition_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_stop human_retract_hand human_press_button_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_stop human_retract_hand human_press_button_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_stop human_retract_hand human_press_button_stop
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_stop human_retract_hand human_transition_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_stop human_retract_hand human_transition_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_1 human_pick_up_part_storage human_retract_hand
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_1 human_transition_1 human_press_button_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_1 human_transition_1 human_press_button_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_1 human_transition_1 human_press_button_stop
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_1 human_transition_1 human_transition_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_1 human_transition_1 human_transition_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_2 human_transition_2 human_press_button_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_2 human_transition_2 human_press_button_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_2 human_transition_2 human_press_button_stop
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_2 human_transition_2 human_transition_1
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_transition_2 human_transition_2 human_transition_2
human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1 human_retract_hand human_press_button_2 human_retract_hand human_press_button_1 human_retract_hand human_press_button_1
