sequence,param,risk
"['human_press_button_stop', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_transition_1', 'human_transition_1', 'human_press_button_2', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_stop']","[0.8509499785569794, -0.07877811893313995, -0.09285311165272592]",0.8034875641734596
"['human_press_button_2', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_1']","[1.2998312775671614, -0.03615286618953063, 0.060733888630586985]",0.18254403970811717
"['human_transition_2', 'human_transition_2', 'human_transition_1', 'human_transition_1', 'human_transition_2', 'human_transition_2', 'human_press_button_2', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_transition_1']","[1.2696372838559462, -0.04558229525706792, -0.011029162254829278]",0.6787228377476016
"['human_press_button_stop', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_1', 'human_retract_hand', 'human_transition_1', 'human_pick_up_part_storage', 'human_retract_hand']","[1.2407246784981683, -0.01289670316320296, -0.027197114430526123]",0.18060416133367851
"['human_transition_1', 'human_pick_up_part_storage', 'human_retract_hand', 'human_put_down_part_storage', 'human_retract_hand', 'human_transition_1', 'human_transition_2', 'human_transition_2', 'human_press_button_1', 'human_retract_hand', 'human_press_button_stop']","[1.2446500661075781, -0.05763890304283094, 0.07681291330717918]",0.18793677151631533
"['human_press_button_2', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_stop', 'human_retract_hand', 'human_press_button_1', 'human_retract_hand', 'human_press_button_2']","[1.0363062166158994, -0.0763876592884938, -0.09522838417184357]",0.21638995619197496
"['human_transition_1', 'human_transition_1', 'human_press_button_1', 'human_retract_hand', 'human_press_button_1', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_2', 'human_retract_hand', 'human_transition_1']","[0.8041532522590341, -0.04898333064450038, -0.02806171924071975]",0.21442992754218804
"['human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_press_button_1', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_stop']","[1.104687818407522, -0.08181565031768556, 0.0787143073165977]",0.1885590571101055
"['human_transition_1', 'human_transition_1', 'human_transition_2', 'human_transition_2', 'human_press_button_2', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_press_button_1']","[1.1406410151363866, -0.009340635010243903, 0.052577096766614206]",0.8802767983515435
"['human_transition_1', 'human_transition_1', 'human_press_button_2', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_1', 'human_retract_hand', 'human_transition_1']","[0.9171318291767384, -0.014103318034186269, -0.010846207795762064]",0.18018937364561555
"['human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_press_button_2', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_1']","[1.1290905389424721, -0.05385933022580224, 0.006071143224689005]",0.2075378929218717
"['human_transition_2', 'human_transition_2', 'human_transition_1', 'human_pick_up_part_storage', 'human_retract_hand', 'human_put_down_part_storage', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_1']","[0.8674613457538131, -0.050193456932275705, 0.003078441070801727]",0
"['human_transition_1', 'human_transition_1', 'human_press_button_2', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_2', 'human_retract_hand', 'human_transition_1']","[1.0970113600023876, -0.054531121328696176, 0.08063533076794768]",0.180089947542098
"['human_transition_1', 'human_transition_1', 'human_press_button_2', 'human_retract_hand', 'human_press_button_2', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_stop', 'human_retract_hand', 'human_press_button_stop']","[1.0406230422521465, -0.007966956080807122, 0.04475459077440366]",0.7937088754280986
"['human_transition_2', 'human_transition_2', 'human_press_button_stop', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_2', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_stop']","[1.095331181087245, -0.005940348413089491, 0.06293673172529285]",0.21073164174833992
"['human_press_button_2', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_transition_1', 'human_transition_1', 'human_transition_2', 'human_transition_2', 'human_transition_1']","[1.2260177056846344, -0.0383653921871353, 0.054596811400916934]",0.18254412675191906
"['human_transition_2', 'human_transition_2', 'human_press_button_stop', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_press_button_1']","[0.8857378749696764, -0.004263828844384199, 0.04124116127352093]",0
"['human_transition_2', 'human_transition_2', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_press_button_1', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_transition_2']","[1.0373132222194124, -0.04926433067663432, 0.023161643129504778]",0.8334704298180805
"['human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_1', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_2', 'human_transition_2']","[0.8871065947306, -0.07921815254620729, 0.0023783316710564995]",0
"['human_press_button_1', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_stop', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_stop', 'human_retract_hand', 'human_press_button_stop']","[1.1705679110604525, -0.06585410779271328, -0.09831563546113131]",0.2070561132805638
"['human_press_button_2', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_1', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_transition_2']","[1.2982411581789675, -0.08938430766853774, 0.014882991690799471]",0.8432078360507547
"['human_press_button_1', 'human_retract_hand', 'human_press_button_stop', 'human_retract_hand', 'human_press_button_2', 'human_retract_hand', 'human_transition_2', 'human_transition_2', 'human_press_button_2', 'human_retract_hand', 'human_transition_1']","[0.8638598394022896, -0.0773383470755237, 0.07509823428964757]",0.8140600049737918
"['human_press_button_2', 'human_retract_hand', 'human_press_button_1', 'human_retract_hand', 'human_press_button_1', 'human_retract_hand', 'human_press_button_2', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_press_button_stop']","[1.1526218705878972, -0.08635001044426635, -0.04683175944561964]",0.2097889994300671
"['human_press_button_stop', 'human_retract_hand', 'human_press_button_1', 'human_retract_hand', 'human_press_button_1', 'human_retract_hand', 'human_press_button_1', 'human_retract_hand', 'human_transition_1', 'human_transition_1', 'human_transition_2']","[1.2661485770966787, -0.09396151794275819, 0.0795935745790021]",0.6976490370286725
